Name,IndicatorCode,IndicatorName,Language
vzdpt,vzdpt,One-year-old children who have not received any doses of the DTP vaccine (%),EN
vpolio,vpolio,Polio immunization coverage among one-year-olds (%),EN
vmsl,vmsl,Measles immunization coverage among one-year-olds (%),EN
vita,vita,Children aged 6-59 months who received vitamin A supplementation (%),EN
VIOLENCE_PHYSICAL_FIGHTING,VIOLENCE_PHYSICAL_FIGHTING,"Physical fighting, past 12 months (%)",EN
VIOLENCE_HOMICIDERATE,VIOLENCE_HOMICIDERATE,Estimates of rates of homicides per 100 000 population,EN
VIOLENCE_HOMICIDENUM,VIOLENCE_HOMICIDENUM,Estimates of number of homicides,EN
VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS,VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS,Youth violence: Extent of implementation of life-skills and social development programmes,EN
VIOLENCE_EXTENTIMP_VICTIMSMEDICOLEGAL,VIOLENCE_EXTENTIMP_VICTIMSMEDICOLEGAL,Extent of implementation of medico-legal services for victims of sexual violence,EN
VIOLENCE_EXTENTIMP_PARTNERVIOLPREVENTION,VIOLENCE_EXTENTIMP_PARTNERVIOLPREVENTION,Intimate partner violence: Extent of implementation  of dating violence prevention programmes,EN
VIOLENCE_EXTENTIMP_ELDERCAREGIVER,VIOLENCE_EXTENTIMP_ELDERCAREGIVER,Elder abuse: Extent of implementation  of caregiver-support programmes,EN
VIOLENCE_EXTENTIMP_CHILDPROTECTION,VIOLENCE_EXTENTIMP_CHILDPROTECTION,Extent of implementation of child protection services,EN
VIOLENCE_EXTENTIMP_CHILDHOMEVISIT,VIOLENCE_EXTENTIMP_CHILDHOMEVISIT,Child maltreatment: Extent of implementation of home-visiting programmes,EN
VIOLENCE_EXTENTIMP_ALLTYPES,VIOLENCE_EXTENTIMP_ALLTYPES,Extent of implementation of  mental health services for victims of all types of violence,EN
VIOLENCE_CHILD_SEXUAL,VIOLENCE_CHILD_SEXUAL,Lifetime prevalence of child sexual abuse (%),EN
VIOLENCE_CHILD_PHYSICAL,VIOLENCE_CHILD_PHYSICAL,Lifetime prevalence of child physical abuse (%),EN
VIOLENCE_CHILD_NEGLECT,VIOLENCE_CHILD_NEGLECT,Lifetime prevalence of child physical neglect (%),EN
VIOLENCE_CHILD_EMOTIONAL,VIOLENCE_CHILD_EMOTIONAL,Lifetime prevalence of child emotional abuse (%),EN
VIOLENCE_BULLIED,VIOLENCE_BULLIED,"Bullied, past 30 days (%)",EN
vfull,vfull,Full immunization coverage among one-year-olds (%),EN
vdpt,vdpt,DTP3 immunization coverage among one-year-olds (%),EN
vbcg,vbcg,BCG immunization coverage among one-year-olds (%),EN
VACCINEPREVENTABLE_WILDPOLIO,VACCINEPREVENTABLE_WILDPOLIO,Number of reported cases of poliomyelitis by wild poliovirus (WPV),EN
uwgt5,uwgt5,"xxxxx for deletion: (child underweight, see NUTUNDERWEIGHTPREV)",EN
uweight5,uweight5,Underweight prevalence in children aged < 5 years (%),EN
uweight3,uweight3,Underweight prevalence in children aged < 3 years (%),EN
UV_5,UV_5,UV radiation attributable DALYs per 100'000 capita,EN
UV_4,UV_4,UV radiation attributable deaths per 100'000 capita,EN
UV_3,UV_3,UV radiation attributable DALYs ('000),EN
UV_2,UV_2,UV radiation attributable deaths,EN
UV_1,UV_1,UV radiation,EN
UNICEF_PNCNEWBORN,UNICEF_PNCNEWBORN,Proportion of newborns who have postnatal contact with a health provider within 2 days of delivery (%),EN
UNICEF_PNCMOTHER,UNICEF_PNCMOTHER,Women age 15-49 years who received a health check within 2 days after delivery of their most recent live birth in the last 2 years (%),EN
UNICEF_ORS,UNICEF_ORS,Children aged <5 years with diarrhoea receiving ORS (%),EN
UHCTRANSFATS,UHCTRANSFATS,Best-practice policy implemented for industrially produced trans-fatty acids (TFA) (Y/N),EN
UHC_TOBACCONO,UHC_TOBACCONO,Prevalence of non-use of tobacco,EN
UHC_TB_DT,UHC_TB_DT,Tuberculosis detection and treatment,EN
UHC_SCI_RMNCH,UHC_SCI_RMNCH,"UHC Service Coverage sub-index on reproductive, maternal, newborn and child health",EN
UHC_SCI_NCD,UHC_SCI_NCD,UHC Service Coverage sub-index on noncommunicable diseases,EN
UHC_SCI_INFECT,UHC_SCI_INFECT,UHC Service Coverage sub-index on infectious diseases,EN
UHC_SCI_CAPACITY,UHC_SCI_CAPACITY,UHC Service Coverage sub-index on service capacity and access,EN
UHC_NCD_NONELEVBP,UHC_NCD_NONELEVBP,Prevalence of non-elevated blood pressure (%),EN
UHC_NCD_FPG,UHC_NCD_FPG,Mean fasting plasma glucose,EN
UHC_INDEX_REPORTED,UHC_INDEX_REPORTED,UHC Service Coverage Index (SDG 3.8.1),EN
UHC_INDEX_ACTUAL,UHC_INDEX_ACTUAL,Index of Essential Service Coverage (Actual),EN
UHC_IHR,UHC_IHR,Compliance with international health regulations,EN
UHC_HRHSURGEONDENSITY,UHC_HRHSURGEONDENSITY,Surgeons (per 100 000),EN
UHC_DATA_AVAIL_CODE,UHC_DATA_AVAIL_CODE,Data availability for UHC index of essential service coverage (ranking),EN
UHC_AVAILABILITY_SCORE,UHC_AVAILABILITY_SCORE,Primary data availability for UHC Service Coverage Index (SDG 3.8.1) (%),EN
u5mr,u5mr,Under-five mortality rate (deaths per 1000 live births),EN
TOTENV_90,TOTENV_90,Total environment attributable DALYs  in children under 5 years,EN
TOTENV_9,TOTENV_9,Total environment attributable DALYs ('000) in children under 5 years,EN
TOTENV_8,TOTENV_8,Total environment  attributable deaths per 100'000 children under 5 years,EN
TOTENV_70,TOTENV_70,Total environment attributable deaths in children under 5 years,EN
TOTENV_7,TOTENV_7,Total environment attributable deaths ('000) in children under 5 years,EN
TOTENV_6,TOTENV_6,Disability-adjusted life years (DALYs) attributable to the environment (%),EN
TOTENV_5,TOTENV_5,Deaths attributable to the environment (%),EN
TOTENV_4,TOTENV_4,Age-standardized DALYs attributable to the environment (per 100 000 population),EN
TOTENV_3,TOTENV_3,Disability-adjusted life years (DALYs) attributable to the environment,EN
TOTENV_2,TOTENV_2,Age-standardized deaths attributable to the environment (per 100 000 population),EN
TOTENV_12,TOTENV_12,DALYs attributable to the environment in children under 5 years (%),EN
TOTENV_11,TOTENV_11,Deaths attributable to the environment in children under 5 years (%),EN
TOTENV_10,TOTENV_10,Total environment  attributable DALYs per 100'000 children under 5 years,EN
TOTENV_1,TOTENV_1,Deaths attributable to the environment,EN
TOBACCO_0000000507,TOBACCO_0000000507,Repeating interval for survey of youth (years),EN
TOBACCO_0000000506,TOBACCO_0000000506,Representativeness of youth survey,EN
TOBACCO_0000000505,TOBACCO_0000000505,Year of survey of youth,EN
TOBACCO_0000000396,TOBACCO_0000000396,Health warnings on other smoked tobacco packaging must include a photograph or graphic,EN
TOBACCO_0000000395,TOBACCO_0000000395,Health warnings on other smoked tobacco packaging must be written in the principal language(s) of the country,EN
TOBACCO_0000000394,TOBACCO_0000000394,"Font style, font size and colour of health warnings are mandated for other smoked tobacco packaging",EN
TOBACCO_0000000393,TOBACCO_0000000393,Health warnings on other smoked tobacco packaging describe the harmful effects of tobacco use on health,EN
TOBACCO_0000000392,TOBACCO_0000000392,Health warnings appear on each other smoked tobacco package and any outside packaging and labelling used in the retail sale,EN
TOBACCO_0000000391,TOBACCO_0000000391,Percentage of principal display area mandated to be covered by health warnings - back of other smoked tobacco packaging,EN
TOBACCO_0000000390,TOBACCO_0000000390,Health warnings on other smoked tobacco packaging must be rotated,EN
TOBACCO_0000000389,TOBACCO_0000000389,Number of health warnings approved by the law for other smoked tobacco packaging,EN
TOBACCO_0000000388,TOBACCO_0000000388,Specific health warnings are mandated for other smoked tobacco packaging,EN
TOBACCO_0000000387,TOBACCO_0000000387,Percentage of principal display area mandated to be covered by health warnings - front of other smoked tobacco packaging,EN
TOBACCO_0000000386,TOBACCO_0000000386,Percentage of principal display area mandated to be covered by health warnings - front and back of other smoked tobacco packaging,EN
TOBACCO_0000000372,TOBACCO_0000000372,Varenicline - place available,EN
TOBACCO_0000000371,TOBACCO_0000000371,Varenicline - legally sold,EN
TOBACCO_0000000370,TOBACCO_0000000370,Bupropion - place available,EN
TOBACCO_0000000369,TOBACCO_0000000369,Bupropion - legally sold,EN
TOBACCO_0000000368,TOBACCO_0000000368,Nicotine replacement therapy - place available,EN
TOBACCO_0000000367,TOBACCO_0000000367,Nicotine replacement therapy - legally sold,EN
TOBACCO_0000000366,TOBACCO_0000000366,Smoking cessation support is available in other settings,EN
TOBACCO_0000000365,TOBACCO_0000000365,Smoking cessation support is available in the community,EN
TOBACCO_0000000364,TOBACCO_0000000364,Smoking cessation support is available in offices of health professionals,EN
TOBACCO_0000000363,TOBACCO_0000000363,Smoking cessation support is available in health clinics or other primary care facilities,EN
TOBACCO_0000000362,TOBACCO_0000000362,Smoking cessation support is available in hospitals,EN
TOBACCO_0000000361,TOBACCO_0000000361,Access to a toll-free quit line,EN
TOBACCO_0000000347,TOBACCO_0000000347,Exposure to smoke outside home,EN
TOBACCO_0000000346,TOBACCO_0000000346,Exposure to smoke at home,EN
TOBACCO_0000000345,TOBACCO_0000000345,Current smokers of cigarettes (youth rate),EN
TOBACCO_0000000344,TOBACCO_0000000344,Prevalence of current tobacco use among adolescents aged 13-15 years,EN
TOBACCO_0000000342,TOBACCO_0000000342,Daily users of any smokeless tobacco product (crude rate),EN
TOBACCO_0000000213,TOBACCO_0000000213,Citizen complaints and investigations,EN
TOBACCO_0000000212,TOBACCO_0000000212,Dedicated funds for enforcement,EN
TOBACCO_0000000211,TOBACCO_0000000211,Fines on the patron,EN
TOBACCO_0000000210,TOBACCO_0000000210,Fines on the establishment,EN
TOBACCO_0000000209,TOBACCO_0000000209,Fines for violations,EN
TOBACCO_0000000192,TOBACCO_0000000192,Prevalence of smoking any tobacco product among persons aged >= 15 years,EN
TOB_R_PRICE,TOB_R_PRICE,Retail price for tobacco and nicotine products,EN
TG_SYPHILISPREV_PERCENT,TG_SYPHILISPREV_PERCENT,Transgender: Syphilis prevalence (percent),EN
TG_PSE_NUM,TG_PSE_NUM,Transgender: Population size estimate (number),EN
TG_CONDOMUSE_PERCENT,TG_CONDOMUSE_PERCENT,Transgender: Condom use (percent),EN
tfr,tfr,Total fertility rate (per woman),EN
TB_treatment_coverage,TB_treatment_coverage,xxx,EN
TB_tot_newrel,TB_tot_newrel,Tuberculosis - new and relapse cases,EN
TB_sldst_avail,TB_sldst_avail,Second-line drug susceptibility testing (DST) available,EN
TB_sb,TB_sb,Standards and benchmarks for TB and vital registration system surveillance,EN
TB_rr_mdr,TB_rr_mdr,Confirmed cases of RR-/MDR-TB,EN
TB_ret_taf,TB_ret_taf,Retreatment cases: treatment after failure (pulmonary smear and/or culture positive),EN
TB_ret_tad,TB_ret_tad,Retreatment cases: treatment after default (pulmonary smear and/or culture positive),EN
TB_ret_rel_labconf,TB_ret_rel_labconf,"Relapse cases: Pulmonary, bacteriologically confirmed",EN
TB_ret_rel_ep,TB_ret_rel_ep,Relapse cases: extrapulmonary,EN
TB_ret_rel_clindx,TB_ret_rel_clindx,"Relapse cases: Pulmonary, clinically diagnosed",EN
TB_ret_rel,TB_ret_rel,Relapse cases (pre-2013 definition),EN
TB_ret_oth,TB_ret_oth,Retreatment cases: other,EN
TB_ret_nrel,TB_ret_nrel,"Previously treated  cases, excluding relapse",EN
TB_rdst_num_prct,TB_rdst_num_prct,The number of people with susceptibility test result for rifampicin among bacteriologically confirmed pulmonary TB patients expressed as percentage.,EN
TB_rdst_num,TB_rdst_num,The number of people with susceptibility test result for rifampicin among bacteriologically confirmed pulmonary TB patients.,EN
TB_ps_prev_bc_100k_sp,TB_ps_prev_bc_100k_sp,"Prevalence of bacteriologically-confirmed pulmonary TB who are smear positive among those aged ≥15 years, per 100,000 population",EN
TB_ps_prev_bc_100k_bysex_sp,TB_ps_prev_bc_100k_bysex_sp,"Prevalence of bacteriologically-confirmed pulmonary TB who are smear positive among those aged ≥15 years, per 100,000 population by sex.",EN
TB_ps_prev_bc_100k_bysex,TB_ps_prev_bc_100k_bysex,"Prevalence of bacteriologically-confirmed pulmonary TB among those aged ≥15 years, per 100,000 population by sex.",EN
TB_ps_prev_bc_100k_byagegroup_sp,TB_ps_prev_bc_100k_byagegroup_sp,"Prevalence of bacteriologically-confirmed pulmonary TB who are smear positive among those aged ≥15 years, per 100,000 population by age group",EN
TB_ps_prev_bc_100k_byagegroup,TB_ps_prev_bc_100k_byagegroup,"Prevalence of bacteriologically-confirmed pulmonary TB among those aged ≥15 years, per 100,000 population by age group",EN
TB_ps_prev_bc_100k,TB_ps_prev_bc_100k,"Prevalence of bacteriologically-confirmed pulmonary TB among those aged ≥15 years, per 100,000 population",EN
TB_Notification_agesex_num,TB_Notification_agesex_num,The number of new and relapse cases of tuberculosis detected in a given year by age and sex,EN
TB_notif_num_newrel_ep,TB_notif_num_newrel_ep,Number of people diagnosed with new episode of pulmonary TB who have extrapulmonary TB.,EN
TB_notif_num_newrel_clindx,TB_notif_num_newrel_clindx,Number of people diagnosed with new episode of pulmonary TB who are clinically diagnosed.,EN
TB_notif_num_labconf,TB_notif_num_labconf,Number of people diagnosed with new episode of pulmonary TB who are bacteriologically confirmed.,EN
TB_notif_num_agesex,TB_notif_num_agesex,Number of people diagnosed with new episode TB who by age group and sex.,EN
TB_notif_num,TB_notif_num,Number of people notified with new episode of TB in a given year,EN
TB_newret_oth,TB_newret_oth,Treatment history unknown,EN
TB_new_su,TB_new_su,New cases: pulmonary smear unknown/not done,EN
TB_new_sp,TB_new_sp,"New cases: Pulmonary, smear-positive",EN
TB_new_snuoth,TB_new_snuoth,TB new snuoth,EN
TB_new_snsuoth,TB_new_snsuoth,"New cases: Pulmonary, smear-negative/unknown/not done and other new cases",EN
TB_new_sn,TB_new_sn,New cases: pulmonary smear-negative,EN
TB_new_oth,TB_new_oth,New cases: other,EN
TB_new_labconf,TB_new_labconf,"New or unknown treatment history cases: Pulmonary, bacteriologically confirmed",EN
TB_new_ep,TB_new_ep,New cases: extrapulmonary,EN
TB_new_clindx,TB_new_clindx,"New or unknown treatment history cases: Pulmonary, clinically diagnosed",EN
TB_mdr,TB_mdr,Confirmed cases of MDR-TB,EN
TB_hivtest_pos_pct,TB_hivtest_pos_pct,Tested TB patients HIV-positive (%),EN
TB_hivtest_pct,TB_hivtest_pct,TB patients with known HIV status (%),EN
TB_hiv_cpt_pct,TB_hiv_cpt_pct,HIV-positive TB patients on CPT (co-trimoxazole preventive therapy) (%),EN
TB_hiv_art_pct,TB_hiv_art_pct,HIV-positive TB patients on ART (antiretroviral therapy) (%),EN
TB_effective_treatment_coverage,TB_effective_treatment_coverage,Tuberculosis effective treatment coverage (%),EN
TB_e_prev_num,TB_e_prev_num,Number of prevalent tuberculosis cases,EN
TB_e_mort_exc_tbhiv_num,TB_e_mort_exc_tbhiv_num,"Number of deaths due to tuberculosis, excluding HIV",EN
TB_e_mdr_num,TB_e_mdr_num,Estimated MDR-TB cases among notified pulmonary TB cases,EN
TB_e_inc_tbhiv_num,TB_e_inc_tbhiv_num,"Number of incident tuberculosis cases,  (HIV-positive cases)",EN
TB_e_inc_tbhiv_100k,TB_e_inc_tbhiv_100k,Incidence of tuberculosis (per 100 000 population) (HIV-positive cases),EN
TB_e_inc_rr_num,TB_e_inc_rr_num,Estimated number of MDR/RR-TB incident cases,EN
TB_e_inc_num_014,TB_e_inc_num_014,Number of incident tuberculosis cases in children aged 0 - 14,EN
